chr12:57523550-57557000	0.176018	-0.607980	-0.453161	-0.068683	0.110790	-0.149493	0.012893	0.183759	0.071262	0.031819	-0.036037	0.230714	-0.005332	0.015627	0.121922	-0.041395	-0.156548	-0.082659	0.223081	0.081487	-0.289087	-0.149816	-0.056654	-0.091010	0.153183	0.041028	-0.040122	-0.010618	-0.084510	0.018176	-0.006571	0.074580	0.214966	0.157895	-0.065358	0.100381	0.253069	-0.015723	-0.008047	0.019052	-0.075341	-0.101142	-0.090923	0.095565	0.163249	0.291675	0.049375	-0.107530	-0.192744	0.037212	-0.092554	-0.120964	0.156076	-0.048939	0.086035	-0.135823	-0.010161	-0.044561	0.124412	-0.021424	0.041804	0.021761	0.171921	0.098892	0.081263	-0.133706	0.071266	-0.099598	-0.028460	0.040759	0.102604	-0.007566	-0.163797	0.095802	-0.044154	-0.010948	-0.068124	-0.180830	-0.074955	0.002043	-0.046306	0.109808	0.030222	-0.155036	-0.007257	-0.111566	-0.059416	0.160247	0.114951	0.106229	-0.041939	0.072713	-0.095189	0.079321	-0.085727	0.008799	-0.074878	0.041289	0.016042	0.011730	-0.001479	0.064069	-0.030043	0.010291	-0.000785	-0.065694	0.087360	0.175811	0.060542	0.070982	-0.166737	-0.089421	0.013594	0.184918	0.066948	-0.192909	-0.160209	0.055996	0.048595	0.178878	0.068910	0.017917	0.074574	0.134195	-0.282079	0.003712	0.121648	-0.017046
chr12:66580602-66583000	0.813211	0.877667	0.213082	0.154665	-0.258291	0.133038	0.011302	-0.377343	-0.346563	-0.478983	-0.162969	-0.042215	-0.036302	-0.116399	-0.335334	0.107086	-0.135912	0.081255	0.294099	-0.226384	-0.077984	-0.090280	0.213829	0.258344	0.333193	0.009733	0.022908	-0.072518	-0.110869	0.082356	0.064610	0.016183	-0.226117	-0.037187	-0.211327	-0.085705	-0.150405	-0.092597	0.133023	-0.006466	-0.141627	0.026174	0.202781	0.069230	0.018887	-0.014926	-0.163050	-0.100766	0.105648	0.082144	-0.014962	-0.007963	-0.096929	0.257172	-0.059662	-0.080551	0.041368	-0.116694	0.071773	0.202981	-0.017678	-0.124642	0.041278	-0.220624	0.242915	0.177505	-0.103291	-0.068524	-0.059245	0.137356	0.060928	-0.201399	0.169135	0.044118	-0.114654	-0.104956	-0.027368	-0.204929	-0.113205	-0.026482	0.005685	0.045633	0.083075	0.057131	-0.074299	-0.042068	-0.031597	-0.039949	0.168552	-0.082549	0.213753	-0.197673	0.034303	0.156411	0.065879	0.074570	0.023384	-0.060171	0.268199	0.176784	-0.090801	-0.054559	0.014503	0.130966	-0.114066	0.006618	0.033399	0.153021	0.011613	0.034115	-0.181324	0.019196	-0.046109	-0.044599	-0.069374	0.136012	0.001583	0.055617	-0.177869	0.105599	-0.079795	0.000792	0.142381	-0.014030	-0.133393	0.030248	0.018556	-0.111797
chr3:187602695-187702695	0.830730	0.136994	0.069385	0.002722	-0.049739	-0.174750	-0.148125	0.092587	0.058804	-0.050956	0.015703	-0.165191	0.134718	-0.007024	0.124780	0.087604	-0.299828	-0.063255	0.076377	-0.163372	-0.093637	-0.090534	-0.018113	-0.127629	0.081299	-0.050795	-0.008862	-0.209301	-0.086296	0.008191	0.001377	-0.067681	0.052634	0.052107	0.005921	-0.020780	-0.132404	0.026165	0.102740	-0.296970	0.150293	-0.135599	0.062646	-0.182101	0.056612	-0.355724	-0.023641	0.046965	0.203662	-0.266542	0.146566	-0.028096	-0.069224	0.084349	-0.084843	0.060683	0.036985	0.073267	-0.049061	-0.121785	0.011034	-0.031424	-0.001444	-0.074172	-0.156832	-0.003290	0.041092	-0.009109	-0.035260	0.075604	-0.023336	-0.091851	-0.088222	-0.046520	0.074418	-0.167154	0.078110	-0.084658	0.016315	-0.009067	-0.103891	0.003650	-0.110832	-0.027360	-0.067813	-0.053368	-0.104933	0.128269	-0.243360	-0.033366	0.046623	0.177748	-0.195386	0.025204	-0.063802	-0.235265	-0.139862	0.132109	0.007358	-0.136577	-0.069256	0.007804	-0.048304	0.198061	0.105036	0.052392	-0.064262	-0.087903	0.055994	0.188111	0.004882	0.082515	-0.099258	0.229458	-0.089143	-0.048425	0.057559	-0.033119	-0.063559	-0.016062	-0.055732	-0.113107	-0.163075	-0.006217	0.009503	-0.084582	0.055853	-0.090976
chr3:187443146-187468463	0.565317	-0.148779	0.004041	0.013064	0.036259	-0.416176	0.089747	0.158834	-0.031117	-0.029128	-0.019263	0.107068	-0.196219	-0.091719	-0.192091	-0.007426	-0.243159	-0.019238	-0.034287	-0.093387	-0.242896	0.008589	0.019689	-0.009845	0.008092	0.094558	0.157034	-0.113835	-0.002883	-0.090893	0.123942	0.121731	-0.072467	0.055553	-0.166758	0.055699	0.010566	0.024877	0.096820	0.039673	0.189261	0.042295	0.038564	-0.088382	0.017597	-0.311099	0.099354	0.014804	-0.098354	-0.094654	-0.091368	0.047162	-0.030179	-0.002104	0.019377	-0.220584	-0.095498	0.012351	-0.073246	-0.166816	-0.115740	-0.028421	0.018617	0.039359	-0.013002	0.061927	0.126923	0.056689	-0.042269	0.062149	0.033576	-0.093340	-0.073267	-0.008799	0.098514	0.002638	-0.241962	0.096853	0.120216	0.099750	0.060790	0.019939	0.024326	0.133184	-0.156991	0.151034	0.121686	-0.145607	0.003879	0.040382	-0.038514	0.031462	-0.055350	-0.175438	-0.090747	0.030200	-0.103575	-0.075813	0.059579	-0.043401	-0.153381	-0.099979	-0.036547	0.097808	-0.148179	-0.047481	-0.092460	-0.065357	-0.150012	-0.083778	-0.092091	0.115710	-0.122319	-0.063687	0.098377	0.205819	0.007364	-0.013694	0.164130	-0.163717	0.006863	0.106347	0.024016	0.055155	0.048540	-0.009014	-0.038504	-0.004231
chr8:128857956-128964803	0.505252	-0.763237	-0.026285	-0.083952	-0.022849	-0.137309	-0.022180	-0.009604	-0.018647	-0.057610	0.209380	0.080417	-0.035935	-0.018013	-0.055547	-0.009409	0.013989	-0.251415	0.058086	-0.056733	0.069367	0.131244	0.116938	-0.150315	-0.007629	-0.122911	-0.075243	0.060993	-0.192156	-0.064938	0.110183	0.023534	-0.097988	0.049657	0.001198	0.078960	-0.063809	-0.037247	0.068828	0.098487	-0.012385	-0.073618	-0.109413	0.001364	-0.097548	0.066400	0.085986	-0.009859	-0.027275	-0.054563	-0.107951	-0.029302	0.024906	0.059918	0.079824	0.045128	-0.035091	0.066933	0.239813	0.069246	0.024202	-0.165694	0.076145	0.114950	-0.046186	-0.092671	0.082300	-0.055608	-0.112514	0.231498	-0.118203	-0.021207	-0.178581	-0.020182	-0.122227	-0.012469	0.089981	-0.050706	-0.061106	0.004472	0.084792	-0.083050	-0.093993	0.182557	-0.102870	-0.049221	-0.104832	-0.066423	-0.037972	-0.054319	0.064512	-0.024418	0.064233	0.030223	-0.019159	-0.107463	0.030296	-0.010595	0.126570	-0.109465	0.176961	0.175023	0.017320	0.102046	-0.069993	0.229782	-0.004578	-0.091866	-0.057140	-0.046323	0.007211	-0.181827	0.026336	-0.024516	0.135090	-0.074815	-0.141208	-0.005084	-0.081836	0.128953	-0.087330	0.173618	0.007428	0.002616	0.031775	0.014519	-0.145794	-0.077254
chr3:187800876-187841876	0.553787	-0.520832	-0.121305	-0.100960	0.001722	-0.260711	0.035926	0.054129	-0.116228	-0.170247	-0.069965	0.197494	-0.137659	-0.047907	-0.161867	-0.078324	-0.082525	0.044886	0.306922	0.291599	-0.135476	0.130871	0.065388	0.096344	-0.082284	0.012225	0.032674	0.124603	-0.057710	-0.087077	0.055305	-0.062319	0.011465	0.191807	-0.284422	-0.078711	0.023084	-0.071358	0.025853	-0.010782	0.059331	0.236262	-0.097405	-0.119995	-0.051961	0.184697	0.025171	0.065573	-0.000365	-0.126648	0.051883	0.029230	-0.118392	-0.162494	-0.170971	0.011329	-0.048684	-0.127502	0.005176	0.146661	-0.041768	0.091808	-0.019831	-0.043090	0.193229	0.009082	0.253345	0.034158	0.105072	0.050670	-0.069305	0.175164	0.039879	0.064100	0.056631	0.110349	-0.120046	-0.079631	-0.049007	0.039204	0.106825	0.213446	-0.099472	-0.147787	-0.178081	0.013718	-0.053068	0.127845	0.055601	0.130768	-0.100003	0.044559	-0.104692	0.005270	-0.016440	0.008871	-0.009129	0.165755	0.162950	0.077204	-0.135676	-0.035972	0.029440	0.076327	0.060241	0.079551	-0.069720	-0.017208	0.138856	0.171761	0.186167	-0.047597	-0.056992	-0.092951	0.120913	-0.061025	0.132826	-0.118311	-0.105538	-0.147159	0.034536	-0.091826	-0.030736	0.117555	0.057863	0.114361	-0.059467	0.068435
chr3:187951516-187966329	0.478495	-0.984458	0.041682	0.026486	-0.154277	0.026006	0.027329	0.219810	-0.008803	0.017872	-0.048863	-0.123170	-0.135139	0.057356	0.078546	-0.103681	0.010794	-0.124600	0.127278	-0.130828	-0.095488	-0.035270	0.067034	0.116645	0.106970	0.050484	-0.002331	0.069885	0.021988	0.169637	0.115126	0.028375	-0.094624	0.139352	0.019889	0.094526	0.039848	0.022217	-0.092527	-0.016567	-0.171817	-0.133635	-0.026280	-0.042514	-0.135753	-0.008202	0.103825	-0.076656	0.064538	0.109168	-0.033501	0.026362	-0.047406	0.141454	0.104860	0.065063	-0.202970	-0.043649	0.008313	0.036273	-0.017225	0.104174	-0.095461	-0.064111	-0.069729	-0.027554	-0.030282	-0.046920	0.026346	0.100744	0.064049	-0.019357	-0.004499	0.085236	-0.052656	-0.057818	0.101722	0.114178	-0.052048	-0.076191	-0.014084	-0.105865	-0.052969	-0.062332	0.015505	0.049104	0.139270	0.142944	-0.087369	-0.008019	0.080005	-0.002113	0.025080	-0.118735	-0.004844	0.005228	0.048395	0.018612	-0.091257	-0.080615	0.050330	-0.097659	-0.092942	0.041714	0.048494	0.044647	0.010640	0.104395	0.066660	0.103064	-0.203455	-0.032532	0.004392	0.118061	-0.005905	0.018166	-0.034633	0.135998	-0.068790	0.152126	-0.076582	0.043770	-0.183224	0.057636	-0.158883	0.023454	0.013796	-0.026957
chr11:8288480-8290480	-0.102798	-0.562505	-0.429241	-0.159181	0.100761	0.489795	-0.014311	-0.139249	0.076597	-0.123229	-0.115645	-0.310648	0.081037	0.186286	-0.065325	0.072179	0.009148	0.169960	-0.016121	0.053298	-0.036611	0.111122	0.327798	-0.067323	0.174955	0.056756	0.087678	-0.064966	-0.107625	0.014696	-0.098566	0.081667	0.079561	-0.128814	-0.189578	-0.054957	-0.253766	-0.050903	0.013519	0.030176	-0.061934	-0.125857	0.167001	0.117131	-0.007292	0.095661	-0.089005	0.148024	-0.168149	-0.064172	-0.172793	0.159539	0.175896	0.092989	-0.116114	0.125882	-0.077602	0.065403	-0.169620	0.274446	0.295674	0.050140	-0.016048	-0.179741	-0.054796	-0.137843	-0.037036	-0.039216	0.026354	-0.017686	0.054850	-0.098753	0.021512	-0.074787	0.073279	-0.080930	0.063619	-0.003623	-0.063510	-0.069302	-0.091981	-0.023320	-0.184642	-0.081086	-0.122382	0.073121	-0.137004	0.144123	-0.020630	0.006549	-0.039803	0.167000	-0.014982	0.021835	-0.155050	-0.112511	-0.032743	0.151661	-0.047060	0.041499	-0.055589	0.020359	-0.007594	-0.114775	0.063885	-0.213179	-0.045890	-0.143838	0.098846	0.081976	0.141356	0.074432	0.053794	0.130363	-0.185324	0.027325	-0.066575	0.036401	-0.120556	0.072246	-0.073572	-0.077120	-0.088805	-0.075907	-0.002078	-0.030664	0.218830	-0.068419
chr1:47703954-47705983	0.259775	-0.969972	-0.175275	-0.042786	-0.195302	0.036082	0.018464	0.148730	-0.146945	-0.016386	-0.016421	-0.144076	0.000016	-0.019982	-0.045951	0.043206	0.017931	0.107208	-0.031015	-0.089891	0.085481	0.084762	-0.023120	-0.003571	-0.049973	-0.001024	-0.219557	-0.007414	-0.088347	0.190979	-0.130942	0.235189	0.008846	0.183864	-0.124426	-0.007528	-0.111235	-0.121158	-0.281328	0.115452	0.018575	-0.099205	0.009750	-0.061521	-0.045227	-0.053554	-0.089312	0.246361	-0.230984	-0.033914	-0.096894	0.003092	0.038315	0.000643	-0.060733	0.022254	0.121848	-0.052011	0.088485	0.019151	-0.211952	0.080943	-0.064060	0.085390	-0.085998	0.177525	0.078363	0.093719	0.050336	0.050187	0.001003	-0.210973	-0.032133	0.109950	0.115188	0.011661	0.115517	-0.223359	0.016486	-0.087187	0.006193	0.185842	-0.040129	-0.156466	0.031380	-0.137399	-0.075349	-0.111139	0.085761	-0.097566	-0.009283	0.074041	0.175003	0.090652	-0.001166	-0.026039	0.034033	0.024616	-0.125167	-0.030304	-0.071398	-0.004357	-0.011043	0.013538	0.038691	-0.093332	-0.029228	-0.003752	-0.008380	0.051428	-0.094244	0.014120	0.097877	0.022413	-0.086379	-0.001299	-0.104608	-0.020439	0.045200	0.069434	-0.095986	-0.020256	0.061201	-0.171546	-0.008549	0.028525	-0.041512	-0.044740
chr3:187777802-187780400	0.615139	-0.982938	0.263424	0.180594	-0.288813	0.060092	0.066987	0.067433	-0.083863	0.058161	-0.072241	0.118382	-0.093738	0.001644	-0.287695	-0.028023	0.102322	-0.192114	-0.084342	0.031182	0.076399	0.058780	0.103124	-0.071778	-0.153549	0.028923	0.225817	-0.021711	-0.072757	-0.091956	-0.089145	-0.087470	-0.016105	0.021371	0.082248	0.035672	-0.022984	-0.279742	0.020548	-0.123645	0.147041	0.214669	0.143165	-0.031510	0.028673	-0.180868	0.103082	0.090198	0.044919	0.010050	-0.009087	0.006796	0.154030	-0.010073	0.018309	0.091283	-0.169221	-0.028356	-0.062692	-0.081344	-0.048550	0.149211	-0.000563	-0.006248	-0.022205	0.014045	0.018232	-0.059389	-0.016278	0.022288	-0.121567	0.104324	0.075742	-0.007522	-0.052405	-0.032643	0.039192	0.131617	0.250347	0.010440	0.096210	0.110371	-0.066274	-0.018064	0.034790	0.052792	0.090692	-0.163670	0.034440	0.057142	0.253455	0.058291	0.038112	0.052033	-0.010032	0.093405	-0.055526	-0.094693	0.008392	0.090208	0.187677	-0.142553	0.090783	-0.193740	-0.166593	0.117007	-0.001237	-0.115832	0.045577	-0.062545	-0.104548	-0.078304	0.006525	0.008287	0.056852	-0.169423	-0.015590	0.073866	0.063560	-0.074760	-0.007099	-0.073204	0.018986	0.034355	0.001709	-0.028735	0.117683	0.053513
